tmc_code,hwycov_id,tmc_length,overlap_length,overlap_proportion
10513,1651,1417.2398380000002,265.0986852,0.18705280369066224
10513,13472,1417.2398380000002,1099.256751,0.7756321276935483
10514,13472,1190.885332,1087.909096,0.9135296797828055
10515,12921,1115.239991,601.243736,0.5391160116674834
10515,12923,1115.239991,186.6769428,0.16738723889609874
10521,16893,1767.7000859999998,1717.545941,0.971627457962346
10521,16897,1767.7000859999998,1359.2656470000002,0.7689458510327868
10521,16898,1767.7000859999998,3282.632458,1.8570075795085978
10522,16011,425.2708948,425.2708948,1.0
10523,16011,800.1623087,800.1623087,1.0
10524,13386,4051.414753,885.9413118999998,0.21867455343691392
10524,13389,4051.414753,1842.392406,0.4547528501335839
10524,13391,4051.414753,810.8231325,0.20013333167126374
10524,22457,4051.414753,433.8841024,0.10709446671158923
10525,13386,3250.883363,886.4881572,0.2726914681989469
10525,13389,3250.883363,1832.163633,0.5635894704352701
10525,22457,3250.883363,444.30775520000003,0.13667293027393676
10526,14665,438.8164501,430.9718092,0.9821231840825194
10527,4127,3652.2269130000004,1715.6821519999999,0.46976329589300075
10527,4166,3652.2269130000004,1917.082363,0.5249077915110363
10527,14664,562.2784341,104.8639477,0.18649825662947295
10527,14665,562.2784341,452.80525610000007,0.8053043272498508
10528,3888,926.6808058,813.1933787,0.8775334220913028
10528,3889,926.6808058,473.39776629999994,0.5108531042588256
10528,4127,3645.261258,1710.6249940000002,0.46927363306150177
10528,4166,3645.261258,1916.8837829999998,0.5258563508426588
10528,5390,926.6808058,655.4907537,0.7073533298600237
10528,5391,926.6808058,271.1900521,0.29264667013997625
10528,5715,926.6808058,511.1633601,0.5516067203514748
10529,3888,2981.97144,813.2109436000001,0.27270916571890447
10529,3889,2981.97144,472.219346,0.1583581048650151
10529,5390,2981.97144,887.9619207999999,0.2977768025839979
10529,5391,2981.97144,251.5736328,0.08436486997340258
10529,5473,573.670302,458.09340539999994,0.7985308003620517
10529,5474,573.670302,522.8134577999999,0.9113483057730256
10529,5715,2981.97144,511.10042189999996,0.171396819917229
10529,7479,573.670302,862.3566013000001,1.503226850498529
10529,7480,573.670302,270.03600550000004,0.4707163758670569
10529,7482,573.670302,483.07182120000004,0.8420722138061804
10529,31065,573.670302,392.70637810000005,0.684550649965492
10530,5473,386.66251439999996,554.0392926,1.432875626590608
10530,5474,386.66251439999996,472.6526057,1.222390555322991
10530,7479,386.66251439999996,861.9697633,2.229256085601041
10530,7480,386.66251439999996,465.63469419999996,1.2042405892967007
10530,7481,386.66251439999996,352.0447711,0.9104703921099832
10530,7482,386.66251439999996,486.8190677,1.2590283504865143
10530,31065,386.66251439999996,162.2894833,0.4197186881480643
10531,19490,3346.306514,2661.287377,0.7952909770416806
10531,19491,3346.306514,342.30253239999996,0.10229264144450097
10531,30882,3346.306514,342.0443355,0.10221548267290616
