tmc_code,hwycov_id,overlap_length
106N07869,12953,842.4600254
106N07869,43435,259.9545224
106N07869,4712,256.3076425
106N07869,43436,899.0782308
106N07869,43434,514.5896442
106N07873,8121,136.524586
106N07874,43410,358.3781871
106N07874,4760,568.060264
106N07876,12791,1038.768785
106N08721,20032,165.2972611
106N08721,20033,247.6716437
106N08722,20031,130.1673231
106N08722,20030,181.9799914
106N08722,20025,218.1992478
106N08772,15633,105.7002977
106N08776,10487,205.5190336
106N08776,10488,138.8746428
106N08928,15519,157.0737814
106N08929,1670,127.0896285
106N08933,10595,104.3200707
106N08938,10632,190.4953664
106N08938,10581,207.5705447
106N08941,14074,118.8359598
106N08942,14076,200.9274586
106N08948,11600,113.9937034
106N08948,7258,283.1644252
106N08948,7259,192.6294963
106N08949,10791,262.1512131
106N08949,7258,338.3361975
106N08949,7223,152.3139704
106N08953,20031,121.5105463
106N08953,20030,214.7879139
106N08953,11531,235.428293
106N08953,16373,108.4766084
106N08953,16374,196.960165
106N08959,3965,189.3335506
106N08964,15262,153.6413079
106N08965,11042,111.5935792
106N08967,15406,113.8728586
106N08967,8715,509.229888
106N08967,14487,320.8914452
106N08968,15470,201.7584173
106N08968,47282,316.3788998
106N08975,615,108.3097242
106N08977,19433,487.321576
106N08982,31235,402.263494
106N08984,10691,294.5585839
106N10620,13470,106.6411499
106N10632,4128,125.4350978
106N10632,4986,444.7193834
106N10632,4126,286.9056229
106N10632,14664,312.5058116
106N10638,30882,309.1767169
106N10638,13728,164.3697385
106N10642,15091,185.937991
106N10642,19984,211.5338737
106N10644,4209,250.5446905
106N10644,4211,169.0857629
106N10644,8080,289.9640582
106N10646,16359,151.1981481
106N10647,29171,1919.832901
106N10647,29172,540.6479752
106N10648,16143,154.3035388
106N10648,16354,2533.469926
106N10648,16352,393.1872991
106N10654,1429,273.7224644
106N10656,1421,122.4616288
106N10658,44258,107.3420906
106N10659,1636,134.4212548
106N10664,8435,299.3624819
106N10666,20445,239.8479401
106N10669,446,617.6336296
106N10670,9187,135.35112
106N10670,9191,139.355029
106N10670,9194,472.448537
106N10673,369,203.8272165
106N10676,19905,197.6233953
106N10676,19906,266.8435075
106N10677,10132,136.312309
106N10677,10135,295.0619418
106N10677,19921,121.6521888
106N10677,19923,469.4181388
106N10677,19922,398.9133952
106N10680,17622,162.9731977
106N10682,27985,143.0673121
106N10682,27989,143.0692857
106N10682,8980,195.8932362
106N10682,10707,189.0238568
106N10686,208,120.8736986
106N10686,204,312.2951492
106N10686,203,169.2949295
106N10686,11554,277.2585043
106N10686,11555,121.9744825
106N10686,15446,156.3958911
106N10688,27235,226.8669132
106N10688,7260,1312.411384
106N10689,7259,280.8200988
106N10689,7260,377.3350558
106N11008,14243,227.8702864
106N11015,14226,103.6592291
106N11025,1937,163.1980844
106N11028,15415,124.2443673
106N11029,47282,187.3532403
106N11030,7445,310.2116588
106N11391,10593,690.8615509
106N11424,14775,350.3073078
106N11481,31082,129.4676782
106N11626,10395,164.5801454
106N11626,29060,360.3038096
106N11626,15863,371.1184333
106N11654,29017,169.0129623
106N11654,29016,138.8550567
106N11654,27260,358.0070515
106N11656,10714,308.6251129
106N11847,10596,462.5953724
106N11852,15691,104.1901658
106N11853,4480,546.2974215
106N11853,4515,580.2841895
106N11856,4286,139.7893439
106N11856,4287,144.1613495
106N11856,15203,317.7417627
106N11856,15204,222.1755654
106N11857,10033,1463.858178
106N11857,15204,777.7267205
106N11858,4996,2263.230981
106N12095,8493,103.6050414
106N12099,11600,250.8397438
106N12170,13032,105.300141
106N12366,31151,156.1138283
106N12581,4781,107.5436288
106N12588,22911,420.8419521
106N12588,22912,120.2843766
106N12588,15532,732.9730775
106N12622,14749,607.8371212
106N12791,10564,422.3419713
106N12793,13964,135.5991419
106N12794,10481,147.8627973
106N12798,689,123.2466991
106N12798,16178,184.0084744
106N12800,858,132.8705985
106N12800,685,157.5510705
106N12800,9917,174.8546172
106N12801,17816,260.1717314
106N12801,17817,219.9153977
106N12810,13920,104.7065772
106N12813,10584,213.6587766
106N12813,10583,117.100105
106N12820,10589,253.2275701
106N12820,10591,170.624348
106N12832,844,107.3966027
106N12832,699,107.7645369
106N12832,5114,388.5541719
106N12839,10636,279.7258831
106N12839,10638,259.0773565
106N12839,10635,124.6437465
106N12839,1420,207.9601276
106N12839,1377,479.5483484
106N12842,16939,159.7964514
106N12848,28695,102.7119763
106N12851,5865,248.3741136
106N12857,27136,280.7313435
106N12857,28712,313.2456279
106N12859,24187,136.6640591
106N12872,5115,171.0533711
106N12872,6396,251.9757098
106N12884,1618,139.2404279
106N12891,16956,206.3907189
106N12895,5531,226.4350497
106N12903,10619,202.0842806
106N12904,27962,154.4978278
106N12904,832,369.5604046
106N12904,10619,324.9845835
106N12918,3038,155.9915655
106N12930,28755,105.0034715
106N12930,10655,141.4063642
106N12945,9735,180.2978078
106N12945,3761,169.338764
106N12952,14129,108.8422574
106N12954,8605,150.8707098
106N12969,20743,110.1119054
106N12969,20789,110.1253909
106N12969,2775,125.2683318
106N12969,24470,125.0458948
106N12969,7107,130.7100984
106N12972,14144,153.4361292
106N12972,20333,207.7965105
106N12977,14163,245.6709381
106N12980,16797,236.7635534
106N12984,863,108.9334934
106N12992,15836,204.2262099
106N12993,6714,162.967062
106N12994,6849,404.5190418
106N12996,10751,157.6465174
106N12997,7223,154.1905056
106N12997,7222,122.8896413
106N12997,4301,256.1736724
106N12997,4300,158.164615
106N13005,11181,138.2681458
106N13009,8848,124.2200031
106N13012,13129,177.9209882
106N13013,10180,246.5153201
106N13016,13136,270.2482871
106N13018,10179,124.611575
106N13018,7928,122.4679661
106N13021,11045,118.5638314
106N13021,30988,257.7055135
106N13021,20719,101.8323004
106N13021,11044,431.8193406
106N13021,19469,184.2131104
106N13022,7914,277.1667275
106N13024,11278,102.7635139
106N13024,28397,102.0222904
106N13024,7960,1167.911417
106N13024,15486,145.794371
106N13052,11072,172.7633238
106N13052,28158,374.9099566
106N13052,27328,163.3104567
106N13052,27157,175.0059129
106N13055,3102,404.6198939
106N13058,20245,223.9892816
106N13058,20246,312.1862111
106N13058,20247,145.6985542
106N13627,1337,321.5284581
106N13646,28493,105.0370868
106N13647,4257,451.8401876
106N13647,5805,489.5863156
106N13655,29943,116.6365918
106N13659,12244,115.7478561
106N13659,12241,115.5910911
106N13659,24741,256.5744583
106N13665,14573,191.3497408
106N13683,7262,184.1665401
106N13683,8142,114.1724495
106N13690,9603,191.2428896
106N13704,7657,141.361375
106N13709,1028,220.0933708
106N13712,5809,225.1334784
106N13726,13289,203.9557265
106N13726,29162,321.3407718
106N13726,16239,374.8796338
106N13738,16290,115.1315002
106N13738,16288,113.0142639
106N13741,5614,135.1968489
106N13741,8302,103.829451
106N13747,19434,174.2034652
106N13760,7180,209.1402486
106N13775,1506,127.0126571
106N13776,16329,134.6955101
106N13779,8151,162.5690664
106N13787,11830,265.2092791
106N13787,16448,193.8597992
106N13787,16442,101.5739976
106N13790,2252,294.6310226
106N13811,355,135.170369
106N13813,14369,102.6659401
106N13816,15094,109.3594087
106N13818,13621,105.5905305
106N13818,9260,1937.040275
106N13818,9259,138.5486191
106N13823,5109,150.3650522
106N13829,13669,212.7578826
106N13845,8319,301.2452114
106N13845,8320,220.7673903
106N13848,146,255.0424135
106N13850,13842,252.087468
106N13852,8648,129.5636174
106N13858,10150,253.1880039
106N13863,4509,295.3065162
106N13863,4511,334.0983586
106N13863,14396,154.9200983
106N13870,31141,189.0004926
106N13874,12324,108.2686285
106N13875,12500,335.3522035
106N13885,8679,366.3166369
106N13894,14941,159.5902353
106N13894,14938,126.5170614
106N13894,14940,249.3137807
106N13894,14937,155.2308329
106N13897,372,146.1379484
106N13897,958,322.0724963
106N13897,22011,220.7940296
106N13897,957,175.7567474
106N13897,349,126.4526716
106N13897,14812,303.4729575
106N13902,8986,267.1658959
106N13902,8987,143.1068472
106N13902,8992,415.9152012
106N13902,1753,104.3464008
106N13902,1754,500.5711607
106N13902,1756,113.749674
106N13905,14286,117.4488115
106N13905,14290,116.96473
106N13905,9869,120.3305011
106N13905,37231,212.1867466
106N13907,4195,125.0016669
106N13915,17995,169.157821
106N13920,15697,337.2958744
106N13920,15702,133.5608819
106N13921,1247,161.6837243
106N13933,1740,464.5693121
106N13933,1741,205.0544831
106N13933,1742,162.5657115
106N13933,7994,486.1090101
106N13933,1761,419.2300392
106N13933,1762,308.5862866
106N13933,1763,121.8762501
106N13935,15070,163.5124768
106N13935,1300,174.491026
106N13935,1663,126.1078566
106N13935,25778,112.7774764
106N13935,8006,112.5285988
106N13935,8007,201.1798978
106N13937,15196,150.3832852
106N13937,15230,150.6948035
106N13937,9344,104.6077256
106N13939,17401,116.0481683
106N13946,22024,124.1401708
106N13949,16009,113.0561681
106N13962,8222,310.2452724
106N13966,16067,405.2899994
106N13966,16066,136.7449405
106N13967,446,100.7826065
106N13974,9874,224.0028468
106N13974,1045,198.742488
106N13974,9875,186.2939165
106N13975,16729,190.0979854
106N13976,27832,100.7170545
106N13976,16481,581.0134986
106N13978,10191,228.2013647
106N13978,14208,125.2405989
106N13980,27816,121.8864061
106N13980,10398,368.7204159
106N13980,10400,395.9968473
106N13980,10401,607.0871562
106N13982,16741,158.4694374
106N13992,4909,103.2634343
106N13994,11977,283.9279933
106N13995,11524,785.6613022
106N13995,11532,186.3548998
106N13996,11533,204.949899
106N13996,11534,175.2191366
106N13999,16368,377.1371922
106N14001,4420,141.6354598
106N14003,6947,112.597414
106N14008,30886,281.1884858
106N14008,8619,169.9282194
106N14008,1703,293.0896972
106N14008,1713,271.5840832
106N14008,4134,197.2617596
106N14008,10914,144.2531567
106N14009,8652,313.3655302
106N14009,8755,222.0017186
106N14009,8763,291.7102796
106N14010,30172,149.2317522
106N14012,5132,138.3898324
106N14013,9757,115.1500397
106N14019,11986,193.3638028
106N14020,11976,142.8617136
106N14028,1917,472.7017552
106N14029,807,124.3110979
106N14029,15679,124.630205
106N14042,9563,281.4866159
106N14043,11157,185.635607
106N14045,14563,480.580185
106N14047,19905,198.7806513
106N14047,19906,337.0970794
106N14047,10216,289.4751512
106N14051,12743,158.1512588
106N14055,2644,232.9762334
106N14055,12976,315.9563433
106N14055,12983,129.4192876
106N14069,6995,121.4808953
106N14071,17992,166.8955125
106N14080,15866,185.9532196
106N14085,1105,377.3411626
106N14085,2805,329.5302467
106N14086,15477,406.0923396
106N14086,2505,236.1583202
106N14086,28951,159.963481
106N14086,15483,234.6468565
106N14086,15478,284.4981529
106N14087,15474,137.2359494
106N14087,14507,133.7640499
106N14087,15473,173.0645707
106N14087,15471,131.186922
106N14088,2644,125.3380044
106N14090,29050,106.4807925
106N14090,8928,106.5916523
106N14091,804,112.3139141
106N14091,733,123.5058999
106N14091,874,188.4015859
106N14107,10081,111.7856818
106N14107,10082,103.3850102
106N14113,10073,127.3672113
106N14128,19017,174.6756529
106N14135,10718,139.1872812
106N14135,10719,241.579333
106N14139,8977,110.2410556
106N14139,8968,109.7643342
106N14144,15766,141.5923012
106N14170,15633,161.6650754
106N21320,25364,111.4991555
106N21320,7073,109.6602302
106N21320,9829,170.1870541
106N21320,9830,179.3229215
106N21320,9828,183.6410114
106N21322,27714,385.9803398
106N21322,8218,565.7138439
106N21322,34418,389.5514133
106N21322,27724,1420.711691
106N21329,9490,1805.393829
106N21329,9489,1160.876026
106N21330,9513,852.6896471
106N21330,9512,543.2111977
106N21330,9510,323.7662911
106N21331,25364,161.6412649
106N21331,7310,1614.7849
106N21331,9142,168.1089349
106N21331,9516,164.2777383
106N21332,9136,1058.8019
106N21332,19564,446.69231
106N21333,7303,2054.186706
106N21334,9012,432.8290007
106N21337,9958,163.3068276
106N21338,570,481.1819091
106N21338,29407,131.2218029
106N21338,524,360.9531335
106N21338,525,240.708674
106N21339,14644,389.5080661
106N21339,520,107.8353545
106N21340,13664,333.5541278
106N21340,520,436.8844274
106N21341,13653,288.4456658
106N21341,31208,343.1184253
106N21342,31207,1438.905193
106N21343,19433,166.6258388
106N21343,722,112.7170622
106N21343,473,279.3957726
106N21343,513,177.2832112
106N21343,26879,434.0916564
106N21343,12950,205.0798867
106N23016,27230,181.5649108
106N23017,27231,148.2660556
106N23017,27229,130.9155555
106N23018,3759,173.9736351
106N23018,27236,269.6733233
106N23018,27237,1010.485931
106N23063,10002,429.5132233
106N23063,8185,1869.75826
106N23069,28792,260.0270929
106N23070,2801,401.3267059
106N23070,26417,147.8466845
106N23070,30776,1048.583169
106N23070,28792,861.9079203
106N23070,28791,346.6326201
106N23077,11135,514.1473328
106N23077,10024,635.2576244
106N23078,27716,1074.119974
106N23078,27710,374.1255467
106N23079,11135,482.6353521
106N23079,27741,510.6045776
106N23079,10025,150.1374363
106N23079,27742,1849.180104
106N23080,11851,139.8184297
106N23080,27716,406.2540268
106N23178,454,180.6903234
106N23178,8849,296.7268449
106N23178,2751,119.4069559
106N23178,28787,259.8871327
106N23178,25467,261.6951527
106N23203,9953,108.731458
106N23203,34418,120.7561506
106N23203,9922,132.8957856
106N23203,9077,335.2217231
106P04965,9919,279.3092415
106P04966,27706,102.5143489
106P04967,684,462.0932403
106P04967,27743,314.3263203
106P04967,605,187.716775
106P04967,27694,936.3414056
106P04968,27154,734.3718717
106P04968,27743,204.3552001
106P04968,27884,171.3794151
106P04969,27883,309.4876946
106P04969,27884,116.2331173
106P04970,27861,534.3102304
106P04970,27859,158.2302186
106P04970,27890,310.5119553
106P04970,27872,155.6979398
106P04970,27892,342.5779946
106P04970,27889,1095.399377
106P04970,27877,424.4532621
106P04971,27898,130.951545
106P04971,27893,201.3112387
106P04971,27894,1323.46737
106P04972,27843,666.866981
106P04972,27844,1103.638124
106P04972,27901,547.9895879
106P04972,27903,172.7970535
106P04973,10584,108.0936725
106P04973,27913,352.6843316
106P04973,27914,119.668416
106P04973,27915,907.8448891
106P04974,27919,168.1962819
106P04974,27921,651.3548687
106P04975,27929,1347.103458
106P04975,27925,144.6515424
106P04976,10603,127.8732537
106P04976,27930,198.8101133
106P04976,27931,102.9430335
106P04976,27933,1908.963019
106P04977,27940,1598.608633
106P04977,27941,319.6115208
106P04978,27943,286.7937503
106P04978,27946,1120.128488
106P04979,28698,1386.085621
106P04979,27948,1429.161241
106P04980,28695,1971.87933
106P04981,28704,309.6219042
106P04981,28710,112.558306
106P04981,28708,244.8559161
106P04982,28718,1302.754229
106P04982,28725,395.0803717
106P04983,28725,1117.093206
106P04984,16956,191.4134735
106P04984,28730,986.4922332
106P04985,10318,141.8638622
106P04985,27783,280.2044786
106P04985,28733,538.4287688
106P04985,27782,605.0630016
106P04985,20466,1729.687926
106P04985,20465,173.434127
106P04986,4398,150.9186077
106P04986,15668,100.2236192
106P04986,28741,353.229237
106P04986,14191,277.1173814
106P04986,28746,205.1375114
106P04986,20711,138.9731328
106P04986,20467,223.1201936
106P04987,27261,127.9558963
106P04987,27789,249.1820136
106P04987,30860,309.3015445
106P04987,27262,149.6346714
106P04988,27795,443.2048401
106P04988,27792,122.128846
106P04989,3722,115.6383924
106P04989,29260,328.7834262
106P04989,30862,545.7061127
106P04989,27820,172.2498168
106P04989,20706,208.5196344
106P04989,20472,192.927744
106P04989,20471,161.0097283
106P04990,27832,465.5452539
106P04990,29232,586.8571294
106P04990,20487,275.6859663
106P04991,2766,105.3176383
106P04991,16588,188.5202802
106P04991,29224,358.9883229
106P04991,29756,320.665306
106P04991,20701,562.1486925
106P04992,16584,627.0293203
106P04992,30864,346.2590102
106P04992,29224,159.7260772
106P04993,20529,256.4740779
106P04994,29219,515.1865567
106P04995,10968,656.3447414
106P04995,10969,472.3595055
106P04995,20588,1593.39969
106P04996,30813,678.0607586
106P04996,30817,1076.705313
106P04996,10966,607.2286678
106P04997,27553,449.1483263
106P04997,28075,452.0071032
106P04997,20685,722.4895509
106P04997,20689,229.1378427
106P04997,20600,223.703054
106P04998,26708,1030.920784
106P04998,8792,231.5002817
106P04998,8794,135.9386233
106P04999,8784,1780.270681
106P04999,8790,271.6352893
106P05000,20684,158.3431411
106P05000,20640,100.7235482
106P05001,8780,2051.636804
106P05001,8781,1505.971969
106P05001,26064,160.4279661
106P05002,12010,254.2160031
106P05003,28474,138.8131546
106P05003,28468,266.8997014
106P05003,28475,117.7461274
106P05003,12007,554.3832456
106P05004,15013,672.7939669
106P05004,15014,162.5238512
106P05004,2657,702.0620444
106P05004,15020,1251.399352
106P05005,15037,1237.071094
106P05006,4514,156.3188251
106P05006,10881,163.8952761
106P05006,10882,599.8374476
106P05006,9250,169.6267914
106P05006,15038,580.8175282
106P05006,9249,169.7381728
106P05007,14290,1073.178817
106P05007,25878,137.6001626
106P05008,8897,185.436873
106P05008,25878,440.3749693
106P05008,14288,223.7442744
106P05008,8896,2295.112421
106P05009,25409,245.6042929
106P05009,28796,152.8847287
106P05009,28793,187.8667787
106P05009,14265,854.670788
106P05010,14262,853.9524444
106P05011,29570,105.7148167
106P05011,29565,122.4508837
106P05012,29492,1371.509401
106P05012,25381,216.8746126
106P05013,8776,315.868402
106P05013,13869,1431.361198
106P05013,13870,1043.279295
106P05014,13596,106.0890927
106P05014,13602,334.558707
106P05014,26293,144.1835912
106P05015,13524,263.8225646
106P05015,13527,456.6458885
106P05015,13593,268.7734092
106P05016,13588,2120.505551
106P05016,13593,173.5352245
106P05017,5614,171.9676164
106P05017,26523,1282.569642
106P05017,13581,849.2311618
106P05018,16274,647.6484151
106P05018,615,1262.000848
106P05019,16290,831.9134716
106P05020,671,1616.074048
106P05021,26546,1364.970778
106P05021,734,969.184093
106P05022,13273,116.6375005
106P05022,13277,1302.27253
106P05022,13279,123.708035
106P05023,673,2561.301794
106P05024,9603,150.6451913
106P05024,26547,515.9037114
106P05024,12592,1801.694127
106P05025,7229,152.7679051
106P05025,12584,1706.738823
106P05025,12585,170.3990218
106P05025,12593,242.8067403
106P05026,12585,319.3904224
106P05026,12591,1923.181778
106P05027,16487,241.9979725
106P05027,3921,204.0213284
106P05027,16492,177.6693885
106P05027,29109,416.0242938
106P05027,29111,457.1663379
106P05028,12253,1250.442975
106P05029,12253,877.9402712
106P05030,12245,242.9481715
106P05030,12244,150.0955919
106P05030,26561,268.3813275
106P05030,12242,1254.205784
106P05031,28495,2513.750084
106P05031,12239,101.2291888
106P05032,28511,379.3496133
106P05032,28512,1309.346662
106P05033,12268,850.5189218
106P05033,26623,190.2241648
106P05033,24696,293.4226634
106P05033,28486,1449.936852
106P05034,27522,2794.533587
106P05035,27517,1036.978646
106P05035,27518,1325.057624
106P05036,610,239.7525276
106P05036,12758,1441.581483
106P05036,12759,442.0193428
106P05286,14519,429.1567225
106P05286,6852,161.4165756
106P05286,16059,324.7130998
106P05286,22740,258.6940633
106P05286,16760,107.3495037
106P05287,8726,176.892853
106P05287,9186,150.609704
106P05287,10873,460.8305928
106P05287,15770,910.1368929
106P05287,20457,637.0960153
106P05287,15776,362.3475129
106P05288,9333,2008.823266
106P05288,9328,399.6290317
106P05289,9342,422.1509185
106P05289,9337,1848.175055
106P05289,24499,151.2027175
106P05289,8817,896.7662478
106P05290,9342,100.6013873
106P05290,15230,599.3439235
106P05291,28907,141.0900166
106P05291,28910,709.3315002
106P05291,28900,403.1548008
106P05291,28909,850.2725594
106P05291,22743,2346.105613
106P05292,28897,145.3550494
106P05292,11481,553.6452851
106P05292,15187,2367.702077
106P05292,15188,2192.10532
106P05293,14682,2485.681717
106P05293,16167,1319.062588
106P05294,14409,302.7190242
106P05294,14410,294.3891126
106P05294,575,424.957424
106P05294,14413,296.1938417
106P05295,10857,150.0250062
106P05295,14402,1867.377761
106P05295,14399,226.3882926
106P05295,23044,709.8909601
106P05296,4510,136.3915099
106P05296,14392,486.3036634
106P05296,29410,553.0253705
106P05296,552,646.2980812
106P05296,28810,241.1816279
106P05297,10862,190.7327039
106P05297,3925,150.0124987
106P05297,14386,549.8527862
106P05297,14384,305.4289444
106P05298,4128,161.0160184
106P05298,10859,1483.872555
106P05298,8812,998.0176834
106P05299,14648,682.2131506
106P05299,14649,157.4729635
106P05299,14650,567.3718927
106P05299,3968,124.3297452
106P05300,13663,595.990928
106P05300,13669,170.2248993
106P05300,13662,121.5144466
106P05300,13672,1720.630814
106P05301,15094,163.5661787
106P05301,13662,104.2630627
106P05301,31205,318.6505475
106P05301,512,2133.39715
106P05301,464,253.9848831
106P05302,13645,270.2417707
106P05302,9945,179.0352677
106P05302,13648,1553.861149
106P05303,4211,153.9374517
106P05303,13639,811.7104827
106P05303,13640,850.2451171
106P05304,10868,270.0317233
106P05304,27305,558.198895
106P05304,8809,655.3601285
106P05305,19433,168.6140761
106P05305,13394,412.270206
106P05305,12949,304.4712006
106P05305,26870,594.313859
106P05305,721,1036.819029
106P05305,12951,108.2013891
106P05307,28592,411.052724
106P05307,510,1096.743375
106P05307,12957,969.246857
106P05308,1527,159.9448912
106P05308,669,2805.865831
106P05309,15326,151.9329369
106P05309,28588,671.40961
106P05309,12929,131.5357252
106P05309,12935,114.9402008
106P05310,28575,438.4320869
106P05310,28579,524.4129191
106P05310,31192,130.7354076
106P05310,558,891.3913303
106P05311,27165,3321.548631
106P05312,996,899.2047004
106P05312,12791,163.9388269
106P05312,27183,423.1228258
106P05313,27166,3345.566673
106P05314,27170,3218.590062
106P05315,27658,1761.518055
106P05315,27659,1568.506326
106P05316,26667,2095.200785
106P05316,27174,1568.096121
106P05317,1307,150.019692
106P05317,27178,3093.655914
106P05317,27191,101.9641365
106P05318,28562,443.6536768
106P05318,28565,1988.58318
106P05322,11980,101.9612003
106P05322,28455,375.6832093
106P05323,28090,245.3115699
106P05323,28084,828.0630523
106P05323,28086,270.4533131
106P05324,28074,167.0061888
106P05324,28077,104.1446372
106P05324,28088,458.8682596
106P05324,28075,127.0917618
106P05324,27552,257.2348692
106P05324,28086,101.187342
106P05324,28087,894.527184
106P05325,28078,205.9672113
106P05326,2822,230.1817392
106P05326,27551,804.4234344
106P05326,27605,103.9149238
106P05327,29089,736.8466479
106P05328,8881,232.9555685
106P05328,10980,106.136515
106P05328,16061,203.9710243
106P05328,28092,343.9752797
106P05328,640,264.0101848
106P05328,27606,259.2465131
106P05328,29097,676.8699579
106P05329,28092,176.2690045
106P05330,29108,103.567141
106P05330,29105,1134.496567
106P05331,2832,232.9248676
106P05331,28098,130.8470531
106P05331,28104,149.4350963
106P05331,27607,1016.877957
106P05331,10991,754.913216
106P05331,28106,263.2947284
106P05331,10994,151.2853304
106P05331,10998,172.0455916
106P05332,14516,546.6050211
106P05332,28112,445.7267683
106P05332,28825,480.6144867
106P05332,16533,553.876885
106P05332,16096,1473.465603
106P05333,15471,155.5038384
106P05333,14515,447.7811232
106P05333,15429,827.3750537
106P05334,15432,351.2921196
106P05334,15435,161.6679
106P05334,14953,403.7611937
106P05335,208,173.6778474
106P05335,15457,667.1524419
106P05336,2845,121.2296263
106P05336,637,807.8636591
106P05336,28119,432.2412019
106P05337,11042,181.7705539
106P05337,28123,1253.76372
106P05338,28132,260.3559391
106P05338,28134,261.1507146
106P05338,28136,269.7795505
106P05338,28143,178.1707429
106P05338,8911,158.0010915
106P05338,20719,955.1708224
106P05339,28143,147.5045012
106P05339,28390,1040.214724
106P05340,28952,158.3566679
106P05340,28391,369.3740824
106P05340,11288,904.435262
106P05340,28403,147.9897045
106P05340,11287,264.1276651
106P05340,28396,107.8139598
106P05340,11245,367.3090348
106P05340,11271,763.4044193
106P05341,11271,135.2900104
106P05342,11054,266.4935295
106P05343,11055,446.3269048
106P05344,11057,171.2900212
106P05345,28171,111.9439694
106P05345,2855,185.2801595
106P05345,28179,236.1978963
106P05345,11069,114.4026061
106P05345,20730,312.5697158
106P05345,20727,833.8955455
106P05345,20726,150.1826777
106P05346,13060,150.0014799
106P05346,28182,784.2808992
106P05346,28184,1597.088781
106P05347,2461,209.351689
106P05347,11591,150.0068517
106P05347,28193,114.2853818
106P05347,28191,592.6623868
106P05348,28380,251.0307033
106P05348,28381,848.0921484
106P05349,28200,366.2038996
106P05349,28635,2172.918276
106P05350,10072,150.0000212
106P05350,28203,1923.221949
106P05351,6290,151.0954036
106P05351,28208,206.7634385
106P05351,28209,1413.749608
106P05351,28214,1089.775901
106P05352,36079,1240.028464
106P05353,28227,253.2883942
106P05354,12823,918.1850179
106P05355,12843,203.079766
106P05355,28574,738.4390274
106P05355,28575,228.4326053
106P05355,28576,617.4444162
106P05355,12841,510.1496704
106P05355,21942,110.1601131
106P05356,8042,1231.070528
106P05356,8054,1157.034654
106P05357,8846,415.7945194
106P05358,28582,257.0712239
106P05358,28323,476.7267833
106P05358,8056,257.3012615
106P05359,16446,452.7098071
106P05359,30080,356.6513285
106P05359,16447,128.4735992
106P05360,11545,223.666864
106P05360,28441,209.6012437
106P05360,30792,257.8266342
106P05360,8843,356.2474131
106P05360,28320,153.7576326
106P05361,16434,313.9299706
106P05361,16435,121.6762261
106P05361,16438,256.3548718
106P05361,29182,630.1288857
106P05361,9039,138.600973
106P05361,16430,229.408847
106P05361,37831,293.5430986
106P05361,37832,1134.127407
106P05362,8840,114.0547717
106P05363,7873,1722.778458
106P05363,8837,267.208249
106P05364,8059,1783.053541
106P05365,28839,104.1818802
106P05365,7872,563.2763255
106P05366,14744,270.8509446
106P05367,16564,148.4428181
106P05368,28313,202.4910545
106P05369,2500,485.6218977
106P05369,11128,130.1938775
106P05369,28530,168.3614993
106P05369,8831,507.7890303
106P05369,12578,114.2011557
106P05370,28312,263.3332093
106P05370,27245,1621.524014
106P05371,28534,2098.776901
106P05372,16487,627.66756
106P05372,16490,295.7662873
106P05387,684,445.0132258
106P05387,605,190.0675173
106P05388,685,2018.173588
106P05389,27676,119.4121917
106P05389,27686,1032.422599
106P05389,28338,569.0386534
106P05389,9907,116.2462194
106P05389,686,118.9561577
106P05389,25531,809.496626
106P05389,29761,409.5832157
106P05390,688,256.3610164
106P05390,689,2921.333724
106P05391,16183,1016.147038
106P05391,696,1299.46008
106P05392,699,2349.603797
106P05393,10581,172.070961
106P05393,703,2560.182519
106P05393,702,207.7625496
106P05394,10635,162.4280014
106P05394,16370,1198.953893
106P05394,22146,364.9492744
106P05394,704,119.5250207
106P05394,3197,1572.369991
106P05395,5115,234.2200953
106P05395,705,1634.128371
106P05395,28673,130.959618
106P05396,28369,239.6622432
106P05396,28754,336.7660037
106P05396,28755,130.0330787
106P05396,27973,122.9071675
106P05396,28300,120.1568383
106P05396,27971,122.0873618
106P05396,711,276.3528579
106P05396,707,1354.14365
106P05396,706,275.4978462
106P05396,10655,245.4218423
106P05396,10626,162.9345135
106P05396,3204,275.1717808
106P05396,708,1314.561707
106P05397,20743,2051.444581
106P05397,20741,278.9637041
106P05398,717,701.1020721
106P05398,720,665.3139719
106P05398,3205,1237.931284
106P05398,20747,1187.941783
106P05399,15673,154.9558679
106P05399,725,134.9614802
106P05399,727,101.2921694
106P05399,726,2076.091024
106P05400,727,489.8306986
106P05400,728,657.2344966
106P05401,28963,237.9400251
106P05401,29044,157.0603499
106P05401,730,509.3224821
106P05401,806,163.1733529
106P05401,3206,1188.040391
106P05401,729,501.0402706
106P05402,733,1462.554655
106P05403,15918,263.1951973
106P05403,15919,286.4007171
106P05403,15876,427.4095577
106P05403,743,556.3692267
106P05403,20749,267.6231675
106P05403,15917,264.8961158
106P05403,15877,188.1106779
106P05403,15870,1815.833183
106P05403,738,1729.633624
106P05404,14729,154.7186427
106P05404,746,266.8806398
106P05404,744,1348.369491
106P05405,20750,1667.596549
106P05407,10992,152.4098155
106P05407,15732,459.7405804
106P05407,28993,311.7550228
106P05407,28999,108.499635
106P05407,751,156.4245292
106P05407,20755,1556.129282
106P05408,5139,158.5977807
106P05408,752,3869.943703
106P05409,15691,184.0866204
106P05409,754,1683.09965
106P05409,753,248.5471083
106P05410,8224,202.7841567
