tmc_code,hwycov_id,overlap_length
106N05015,643,330.3515809
106N05016,13589,2456.037688
106N05016,13590,315.7009424
106N05017,5614,171.1374034
106N05017,26622,1100.194365
106N05017,13582,1116.146629
106N05017,13585,115.4105048
106N05018,16273,636.758274
106N05018,13575,561.0756815
106N05018,621,158.337047
106N05019,16288,154.657385
106N05019,28482,598.5689752
106N05019,27270,987.8308442
106N05019,8773,889.4826297
106N05020,5809,154.2161395
106N05020,672,2829.682878
106N05021,735,155.7030163
106N05021,26564,1085.828744
106N05022,13273,169.9858446
106N05022,13281,899.223306
106N05023,674,1245.317186
106N05024,9603,150.2602905
106N05024,26563,2065.88164
106N05024,675,418.2594392
106N05025,7229,152.9405602
106N05025,12582,266.0865679
106N05025,12583,1846.493021
106N05025,12586,111.8050207
106N05026,12589,139.096628
106N05026,580,382.5584668
106N05027,16493,259.8719871
106N05027,581,349.4800439
106N05027,27594,273.1693982
106N05028,12247,1311.015944
106N05029,20654,866.7381243
106N05030,20654,290.9795782
106N05030,26562,1288.819236
106N05030,12241,150.1371561
106N05031,12238,282.9662917
106N05031,28492,602.3575323
106N05031,28493,441.4870896
106N05032,12270,179.2683198
106N05032,28515,149.3979761
106N05033,26623,1577.694117
106N05034,27521,2893.808744
106N05035,27517,2433.513551
106N05035,617,140.9693551
106N05036,12753,214.6372637
106N05036,12758,105.231355
106N05286,11004,156.8558085
106N05286,7874,795.5989568
106N05286,15775,181.2137616
106N05286,15774,331.6086195
106N05286,16570,285.1619216
106N05286,16126,417.2313692
106N05287,8726,173.0063984
106N05287,29012,194.9930606
106N05287,15781,351.6058572
106N05287,15768,511.7671251
106N05287,16570,117.7419516
106N05288,9334,152.9077342
106N05288,9335,2487.722597
106N05288,9338,129.0724868
106N05290,15191,258.1540656
106N05290,15196,150.2647948
106N05291,9347,270.8561747
106N05291,10964,211.9181981
106N05291,15217,127.6302093
106N05291,28907,103.4227289
106N05291,2593,554.5980449
106N05291,15194,684.5579695
106N05291,28899,2149.013778
106N05291,15196,268.6729099
106N05292,7374,801.2695544
106N05292,11481,195.6274088
106N05292,8815,884.6746
106N05292,8816,355.2780299
106N05293,25105,341.3097141
106N05293,14418,2837.790238
106N05293,14412,282.997984
106N05294,14411,324.1503128
106N05294,14407,1445.166376
106N05294,14403,364.0774177
106N05295,10857,150.0101738
106N05295,14400,644.468581
106N05295,8814,666.3783263
106N05295,14403,227.8478352
106N05296,4510,150.181817
106N05296,14391,585.4269481
106N05296,553,475.616123
106N05296,528,1305.766495
106N05297,2589,515.5998122
106N05297,3925,145.6040905
106N05297,553,819.880643
106N05297,25100,251.914434
106N05298,7527,162.6620595
106N05298,14658,568.667661
106N05298,14660,1534.429332
106N05299,14646,732.3690996
106N05299,14642,227.0565309
106N05299,14641,206.6011482
106N05299,14643,181.2577847
106N05299,570,180.2156431
106N05299,22275,372.4810277
106N05299,520,129.284356
106N05300,13669,168.7454067
106N05300,14644,103.670926
106N05300,13673,2293.000867
106N05301,15094,165.2216459
106N05301,13653,162.4468637
106N05301,13664,568.956865
106N05301,31208,1922.124873
106N05301,13661,147.2198684
106N05302,13649,312.2856308
106N05303,4211,154.8225831
106N05303,13646,601.911093
106N05303,568,2318.925302
106N05304,27306,325.6257123
106N05304,15091,154.2275241
106N05304,8810,1325.790784
106N05305,19433,167.1071222
106N05305,10869,423.0403428
106N05305,722,281.2253175
106N05305,513,400.159132
106N05305,26879,309.9601481
106N05305,12950,218.3227501
106N05307,510,956.437579
106N05307,12945,1691.237244
106N05307,12946,145.9008906
106N05308,1527,161.4568281
106N05308,12944,2731.911609
106N05308,12943,106.8799573
106N05309,15326,152.1753104
106N05309,29763,100.295243
106N05309,28587,1565.990085
106N05310,27308,394.4954736
106N05310,28577,246.2280592
106N05310,28576,610.5113049
106N05310,3369,106.4745848
106N05310,4046,377.1012674
106N05310,28569,195.2040179
106N05310,31193,502.0777044
106N05311,27184,153.1422356
106N05312,12791,223.5776972
106N05313,27167,3591.396457
106N05313,14782,113.7493035
106N05314,2579,388.4261798
106N05314,27173,171.1737517
106N05314,27180,115.4795986
106N05315,27171,4368.362114
106N05316,26675,226.6137191
106N05316,27175,1404.630417
106N05317,1307,150.0874869
106N05317,27177,3057.850545
106N05318,28561,600.4020441
106N05318,28564,151.7093048
106N05322,11969,103.0657858
106N05322,28453,149.3085925
106N05323,28453,1340.636621
106N05324,28074,116.2432815
106N05324,29209,685.4377269
106N05324,28075,408.1098467
106N05324,28073,320.8722739
106N05324,30820,115.3881909
106N05325,27549,233.8418919
106N05325,27603,119.4703759
106N05325,27600,804.9648205
106N05326,27605,890.8867952
106N05327,29089,228.703066
106N05327,29095,768.1929265
106N05328,10980,145.4363692
106N05328,29861,101.4079895
106N05328,28094,503.1199818
106N05328,29096,134.4237848
106N05328,29097,327.8906182
106N05329,29108,104.0701582
106N05329,28093,450.7117848
106N05329,10982,1149.308119
106N05330,16085,481.0519233
106N05330,16084,1134.116544
106N05331,10992,273.0476189
106N05331,28999,157.0732289
106N05331,28103,575.1211236
106N05331,10991,504.2267976
106N05331,10994,419.6855478
106N05331,10998,100.3413561
106N05332,28110,249.3728557
106N05332,28827,394.4216493
106N05332,16533,1786.642379
106N05332,16534,543.3351827
106N05332,15425,152.912088
106N05332,10998,1170.59813
106N05333,15474,154.3719774
106N05333,15430,116.8002493
106N05333,15425,1333.295234
106N05334,15433,285.1478464
106N05334,15436,489.172066
106N05334,15439,395.0987676
106N05334,15442,170.9849743
106N05335,15456,1421.733037
106N05336,637,813.5665949
106N05336,28119,820.8128249
106N05337,11042,179.0528986
106N05337,28123,1431.310175
106N05337,28124,286.2448977
106N05337,28126,225.4481852
106N05338,28132,263.3962419
106N05338,28141,322.1066803
106N05338,8911,134.504988
106N05338,20719,1387.618342
106N05339,28144,225.472726
106N05339,28397,151.9922766
106N05340,28398,140.8348318
106N05340,28952,159.7680407
106N05340,29013,400.3105825
106N05340,11281,269.5464643
106N05340,28401,579.7987353
106N05340,11280,261.6413474
106N05340,28396,660.1671626
106N05340,11290,708.0151173
106N05340,11289,182.6023745
106N05341,11289,221.4230797
106N05342,11264,246.3581957
106N05343,11056,1867.42402
106N05343,11057,244.3636759
106N05344,20730,1018.635815
106N05345,28160,172.8931442
106N05345,28161,400.6000454
106N05345,28172,262.9822655
106N05345,28178,702.4927969
106N05345,11069,320.0974495
106N05345,11067,200.6345823
106N05345,11065,489.5043859
106N05345,20730,484.0026694
106N05345,20727,261.1482203
106N05346,13060,150.0104014
106N05346,28183,700.9696966
106N05346,28182,1010.917054
106N05347,28194,1145.828757
106N05347,11591,150.0384974
106N05347,28193,1248.544938
106N05348,28195,392.3072158
106N05348,28634,371.9141656
106N05349,28198,353.242129
106N05349,28200,1953.057653
106N05349,28637,395.0828016
106N05350,10072,150.0014269
106N05350,28206,280.8340897
106N05350,28637,136.0620214
106N05350,28638,1997.088434
106N05351,6290,111.1760978
106N05351,28211,1173.671525
106N05351,28205,949.689499
106N05352,28219,1378.110157
106N05353,28223,161.6224728
106N05353,28229,3060.741126
106N05354,21941,1408.57606
106N05355,3956,645.5129526
106N05355,28578,102.5403193
106N05355,28579,126.5833077
106N05355,12836,219.1239052
106N05355,12841,268.8956267
106N05356,8042,1976.275652
106N05356,12838,116.5887081
106N05357,28324,297.7978295
106N05357,8846,183.3541926
106N05358,27444,836.5948539
106N05358,28323,140.1421054
106N05358,7963,227.0509076
106N05359,16446,416.4098181
106N05360,11545,192.8954314
106N05360,30792,497.0211528
106N05361,16435,372.6136127
106N05361,16436,224.4973638
106N05361,29182,165.5951831
106N05362,27252,144.1141781
106N05362,8840,1716.98813
106N05363,7873,367.3012474
106N05363,8835,203.2569922
106N05364,27247,1492.382567
106N05365,7872,552.858005
106N05366,16567,132.6828407
106N05367,8833,118.2915805
106N05367,16564,1928.596326
106N05367,16566,344.1079258
106N05368,28313,212.3477358
106N05368,28529,362.067158
106N05368,28530,118.0170936
106N05368,12578,177.3103226
106N05370,11127,122.3496961
106N05370,27245,102.1889738
106N05371,28311,338.3208219
106N05371,28534,1924.793785
106N05371,12547,221.5648214
106N05372,16487,423.4820198
106N05372,29193,153.8966859
106N05372,16490,434.2078335
106N05387,27700,337.3787653
106N05387,859,162.9635155
106N05387,860,300.6523407
106N05388,858,443.5154559
106N05389,9906,590.6286135
106N05389,27676,244.2621092
106N05389,27687,607.4508117
106N05389,854,145.1134501
106N05389,856,541.2532497
106N05389,855,607.9041645
106N05389,25533,1197.484857
106N05390,852,538.1598272
106N05390,854,121.6701994
106N05390,853,154.6318818
106N05391,851,150.0033119
106N05391,845,121.2197265
106N05392,844,159.9018492
106N05392,845,166.9978541
106N05393,10581,169.1169908
106N05393,843,342.4361136
106N05393,703,594.5156426
106N05393,10633,1936.212363
106N05393,842,417.7741925
106N05394,10635,129.4804273
106N05394,837,241.0946583
106N05394,22157,1161.863321
106N05394,22158,339.5444191
106N05394,839,488.3758969
106N05395,5115,251.3979443
106N05395,836,2210.282917
106N05396,28369,590.4818514
106N05396,28753,700.4340548
106N05396,28755,166.5226257
106N05396,27975,233.7058817
106N05396,27973,118.2860708
106N05396,28300,125.1444621
106N05396,834,486.0726228
106N05396,835,120.9075908
106N05396,824,332.1402554
106N05396,10655,239.4253565
106N05396,10626,170.9276854
106N05396,3223,1248.204593
106N05396,823,202.4702074
106N05397,815,336.2037692
106N05397,20789,150.0352103
106N05397,20790,154.7521786
106N05398,815,182.4314652
106N05398,813,126.4831023
106N05398,811,766.3708832
106N05398,3222,1138.504058
106N05398,20788,1392.56236
106N05399,15673,152.9272518
106N05399,808,517.6379545
106N05399,810,212.1148403
106N05399,809,1732.836698
106N05400,807,104.5274646
106N05401,28965,470.6039297
106N05401,29073,110.9754381
106N05401,29044,176.6919767
106N05401,805,224.9201045
106N05401,3221,786.3615402
106N05401,806,844.5124437
106N05402,803,1366.307708
106N05402,804,272.0319282
106N05402,805,204.4436781
106N05403,15918,290.2568747
106N05403,800,238.709601
106N05403,802,233.6331803
106N05403,15915,405.41723
106N05403,15874,892.8750286
106N05403,801,634.7825697
106N05405,792,462.6669983
106N05405,20787,471.1719374
106N05406,792,115.224594
106N05406,791,142.3987374
106N05407,10992,274.7872488
106N05407,15730,416.6163713
106N05407,28994,107.9509006
106N05407,28996,668.8409973
106N05407,28999,100.621692
106N05407,788,242.8174834
106N05407,20782,124.7499257
106N05408,5139,158.5282648
106N05408,787,2940.525455
106N05408,788,215.4313835
106N05409,779,1944.906555
106N05409,786,329.4407585
106N05410,8224,220.8587846
106N05410,28977,569.2052439
106N05410,28980,183.5359608
106N05410,779,124.1213003
106N05410,28978,484.3721387
106N05410,778,1128.076214
106N05412,1742,194.8673676
106N05412,772,2304.310673
106N05412,773,930.061556
106N05413,11096,185.8322265
106N05413,28288,100.9266048
106N05413,28869,434.4056423
106N05413,768,131.3959711
106N05413,770,372.6919147
106N05413,769,780.2048405
106N05414,8804,210.23724
106N05414,768,201.0987719
106N05414,24704,2050.742491
106N05414,15083,373.4382158
106N05416,10151,158.8821044
106N05416,25742,514.8339137
106N05416,28798,1148.705219
106N05416,8802,1192.792281
106N05417,9580,150.0014864
106N05417,20781,2272.382446
106N05417,28793,429.5014958
106N05417,29559,324.0834515
106N05418,7762,150.0047184
106N05418,28930,208.2772829
106N05418,7376,151.8418743
106N05418,15280,1001.538088
106N05419,19481,270.9330385
106N05419,15279,304.226299
106N05420,11124,131.5018514
106N05420,7375,210.7290467
106N05420,15239,2614.792752
106N05421,11122,114.0031311
106N05421,27326,619.7155157
106N05421,11121,384.3408496
106N05421,5687,150.1394632
106N05421,7772,128.2989505
106N05421,7470,793.7916147
106N05421,9028,328.0833917
106N05422,9348,552.5777021
106N05422,11113,330.4489774
106N05422,28904,339.5117174
106N05422,18949,233.7133536
106N05422,11112,186.3060224
106N05423,28904,1193.467564
106N05424,15210,535.8175981
106N05424,15216,162.8273051
106N05424,28905,721.5287589
106N05424,15211,593.9191914
106N05424,7505,102.6233845
106N05424,28902,425.9724759
106N05425,28290,106.8502035
106N05425,9943,159.9496857
106N05425,7430,258.2272402
106N05425,7497,968.0166854
106N05426,28872,206.2755026
106N05426,28285,690.82635
106N05426,28288,353.9251586
106N05426,770,117.1517383
106N05426,28871,369.3845343
106N05426,11098,748.6424839
106N05426,59,156.0482933
106N05426,11370,252.5389731
106N05427,28284,1737.569087
106N05428,28465,531.2209282
106N05428,28276,2834.560027
106N05428,28281,109.936708
106N05429,28474,210.2339224
106N05429,28853,573.5528363
106N05429,28467,494.32482
106N05429,12007,472.2165652
106N05429,28466,221.2840783
106N05429,28271,312.9461893
106N05429,28465,138.9580281
106N05445,30862,201.5739341
106N05445,20472,703.2008858
106N05445,2675,278.6384262
106N05445,29060,429.5697736
106N05446,15862,157.5157466
106N05447,15856,930.607003
106N05448,4077,113.5031265
106N05448,15852,534.045289
106N05449,15848,120.2060508
106N05449,27575,149.3995754
106N05449,27576,198.0803029
106N05449,27614,398.4495984
106N05450,29049,753.8003953
106N05451,29073,124.9070835
106N05451,4081,563.5765875
106N05451,29044,191.8733038
106N05451,29043,458.6796459
106N05451,29046,325.1895614
106N05451,15847,122.8040385
106N05451,22761,459.5323339
106N05451,25025,1133.454704
106N05451,29049,154.6713359
106N05452,29041,185.3884651
106N05452,29042,134.5338067
106N05453,3799,101.6434947
106N05453,29033,1312.356161
106N05453,29037,692.2161994
106N05454,29024,1855.34942
106N05454,29028,108.5941953
106N05456,27980,978.0279779
106N05456,27981,181.3635848
106N05457,27589,621.800519
106N05457,27985,150.0197455
106N05458,27988,867.8064957
106N05458,27998,275.5717327
106N05459,28000,404.4282776
106N05460,8848,153.7271772
106N05460,28007,1346.464964
106N05460,28011,102.8452071
106N05461,7929,133.0884856
106N05461,10169,576.1685191
106N05461,28013,448.8561675
106N05461,27754,127.3231355
106N05461,27757,295.9744529
106N05461,27765,365.6687005
106N05461,8901,319.3535192
106N05461,27764,359.8448007
106N05461,14231,201.1655205
106N05461,10176,365.2262865
106N05461,14233,134.7457093
106N05461,10159,276.7695264
106N05462,13118,1462.428216
106N05463,13128,1767.723013
106N05464,13136,235.6003468
106N05464,13135,146.5434452
106N05464,13141,2049.878314
106N05464,13149,172.5436072
106N05465,28623,397.1995794
106N05465,13153,1212.275148
106N05483,7929,150.2650919
106N05483,10175,308.4660255
106N05483,27765,561.3473901
106N05483,8901,134.7246066
106N05483,14233,294.4079893
106N05483,31172,244.541026
106N05483,10158,651.4540867
106N05483,10174,124.502276
106N05483,19152,381.7301737
106N05483,9043,553.697867
106N05483,9042,341.7787324
106N05484,13099,1125.49179
106N05485,11294,575.5179155
106N05485,13099,132.9158263
106N05486,28398,634.302167
106N05486,11281,110.4847132
106N05486,28148,539.3742452
106N05486,11284,870.6581411
106N05486,15412,218.4627061
106N05487,28938,484.7021317
106N05487,28941,249.649702
106N05488,28949,388.6121572
106N05488,27511,1179.51478
106N05488,28950,153.1564229
106N05489,28927,119.7042506
106N05489,28928,938.8576398
106N05489,28925,749.9435476
106N05489,28950,192.6371905
106N05511,29257,172.4052947
106N05511,21850,267.8908546
106N05512,29076,684.2045539
106N05512,21850,1401.007245
106N05512,21849,420.7604152
106N05513,21849,734.4651988
106N05515,3740,327.5878165
106N05515,13438,349.4141856
106N05517,10132,250.5256877
106N05517,10134,273.712719
106N05517,3713,141.7766519
106N05517,10133,284.9139793
106N05518,16040,487.1708691
106N05519,8888,278.8322156
106N05519,8882,147.3451451
106N05519,16038,235.9506548
106N05519,27606,101.8290286
106N05519,8879,200.137665
106N05519,15311,336.0665726
106N05519,22937,100.4027507
106N05520,16401,186.9297633
106N05520,25163,167.7046229
106N05520,15722,838.1516189
106N05521,372,186.5417419
106N05521,15705,1302.541872
106N05521,15709,733.6533917
106N05522,15703,183.1970079
106N05523,11610,151.9436189
106N05523,28977,394.5193114
106N05523,28980,181.7464115
106N05523,28978,644.5158426
106N05523,15689,138.658173
106N05524,8226,164.7344611
106N05524,8820,499.9300382
106N05524,8823,2680.743058
106N05525,8824,151.1767777
106N05526,15216,152.4721846
106N05526,15224,370.7517536
106N05526,28901,643.8794935
106N05526,28913,366.4014364
106N05526,15207,129.714576
106N05527,4287,181.9523136
106N05527,16164,1482.731131
106N05527,16162,107.1206498
106N05528,7374,771.3062765
106N05529,27783,185.2368557
106N05529,27784,509.0305016
106N05529,20717,117.7916338
106N05530,27783,327.4312311
106N05530,579,120.7879529
106N05531,11327,353.6503645
106N05531,16128,450.3855702
106N05531,16131,295.559379
106N05532,11327,289.6316135
106N05533,11329,359.0441385
106N05534,8929,378.5218535
106N05534,8902,119.3403345
106N05534,9027,364.9708528
106N05534,16136,197.7529136
106N05534,11326,120.0074879
106N05535,15918,558.6453717
106N05535,15919,203.1055023
106N05535,802,189.8446605
106N05535,15915,194.4569767
106N05535,15917,265.7597656
106N05535,22757,2208.630005
106N05535,15914,599.7346241
106N05536,8973,455.0885699
106N05536,578,365.93309
106N05536,8968,150.7511514
106N05537,8931,247.1812948
106N05537,16759,101.9254215
106N05537,573,179.2980111
106N05539,27957,182.6264339
106N05539,27956,639.3075271
106N05540,27962,154.3138168
106N05541,27978,351.2557146
106N05541,28301,562.501318
106N05541,28369,340.8913303
106N05541,28755,189.1370998
106N05541,27973,144.2138029
106N05541,27972,406.6265793
106N05541,27979,815.7939016
106N05542,28675,150.1292143
106N05542,14142,206.0533403
106N05543,14144,152.4272306
106N05543,14154,112.1577759
106N05543,14142,653.2377405
106N05544,14163,152.0765552
106N05544,28693,597.3742234
106N05544,14154,282.8659655
106N05544,14155,850.0564359
106N05544,14176,176.3184402
106N05545,14176,1595.527077
106N05557,27876,961.9198802
106N05557,27871,210.3862533
106N05557,27872,153.6174759
106N05557,27867,255.7576785
106N05557,27889,109.1184451
106N05557,27862,845.9071013
106N05557,27866,187.2270551
106N05557,27868,206.506769
106N05558,27774,1062.013906
106N05559,13993,1868.915555
106N05559,13994,113.0708436
106N05560,27676,147.9431686
106N05560,28339,236.7058853
106N05560,27674,787.3676844
106N05560,27683,155.3078734
106N05560,4003,326.0982432
106N05560,4002,652.2079149
106N05560,9910,170.0014558
106N05560,9904,200.7943381
106N05560,23435,530.1967235
106N05560,9915,436.2722186
106N05561,28157,112.0021337
106N05561,28158,266.4834584
106N05561,27328,200.9522632
106N05561,11067,114.3656081
106N05562,13051,173.0179075
106N05562,13053,103.9700149
106N05562,11069,373.0975089
106N05563,13035,148.2701657
106N05563,13036,183.759077
106N05564,27227,145.0231112
106N05564,27228,689.0678154
106N05564,27163,332.794095
106N05564,9034,317.644778
106N05564,13032,107.0538555
106N05564,13034,189.3080118
106N05564,13037,642.7089564
106N05564,13035,354.7376789
106N05566,3894,260.6287446
106N05566,15304,2040.725554
106N05567,7716,202.6087667
106N05567,15352,130.9058437
106N05567,15351,529.5706681
106N05573,14253,146.1995582
106N05573,14254,204.4418563
106N05573,456,302.2724027
106N05573,28787,638.1437217
106N05574,28778,330.8776286
106N05574,456,383.338734
106N05574,7666,123.3746599
106N05575,8647,223.7457394
106N05575,457,858.618336
106N05575,27504,368.1469512
106N05576,29167,216.9944263
106N05577,7664,216.572907
106N05577,7665,1820.343239
106N05578,2588,559.8123175
106N05578,30784,364.3589893
106N05653,8815,379.3347662
106N05653,8816,351.3586727
106N05654,11481,127.5071196
106N05654,8815,570.2215141
106N05654,31144,1152.876247
106N05655,25105,367.8166012
106N05655,14418,2238.557975
106N05655,29415,837.7611533
106N05656,14411,561.1456922
106N05656,14407,475.2249933
106N05656,14412,114.5419235
106N05656,526,506.9949519
106N05656,14403,181.8909291
106N05656,23142,722.8000737
106N05657,10857,150.4092865
106N05657,14400,1969.229721
106N05657,8814,797.1033713
106N05657,14403,213.5801109
106N05658,4510,150.0876178
106N05658,14391,603.2629816
106N05658,8814,158.4778238
106N05658,553,395.3959918
106N05658,528,831.6629786
106N05659,2589,389.2504976
106N05659,3925,150.0527274
106N05659,14383,139.7888355
106N05659,553,1068.331009
106N05659,25100,1213.355751
106N05660,14658,1079.758228
106N05660,14666,324.3180039
106N05661,14637,102.7470334
106N06069,28231,131.3150032
106N06069,28237,2428.675709
106N06070,28244,2209.610645
106N06071,28246,200.9180508
106N06071,11086,170.8843016
106N06071,28250,2803.905697
106N06072,28254,139.2488233
106N06072,28257,280.4326371
106N06073,28260,225.1743977
106N06073,28267,3741.083894
106N06074,27534,458.846556
106N06074,28270,161.6885455
106N06074,27205,2537.689453
106N06075,28270,295.2299707
106N06075,27209,2615.710127
106N06076,27211,2454.73333
106N06077,11765,209.7465929
106N06077,27296,828.7472012
106N06077,27212,2144.698144
106N06077,27540,145.8333931
106N06078,27213,2105.281507
106N06078,27540,142.8092456
106N06079,9032,103.9739901
106N06215,13273,124.1606006
106N06215,13277,122.54252
106N06215,4772,404.4331713
106N06215,13267,182.8401375
106N06225,11545,101.2265191
106N06226,16154,324.8514026
106N06229,16142,109.0527326
106N06229,16143,113.0136757
106N06236,2056,372.3980696
106N06236,2055,261.9801632
106N06236,22015,218.5837987
106N06236,3577,265.8591084
106N06241,14948,147.5506739
106N06241,4514,109.4187275
106N06241,15042,191.5299047
106N06243,4801,437.9998049
106N06243,4524,486.6389821
106N06243,4517,150.491948
106N06244,17762,189.5520081
106N06254,15326,435.8895352
106N06254,19387,122.5278142
106N06254,15328,153.5766817
106N06263,7215,128.5017706
106N06263,11601,124.0239226
106N06268,10016,220.6414817
106N06268,10015,210.9537553
106N06269,13527,129.109615
106N06269,36224,251.4655413
106N06269,7696,120.6377197
106N06275,10447,155.3385159
106N06285,31119,129.1607649
106N06288,795,152.9298855
106N06289,21940,340.7194887
106N06289,14232,167.7823655
106N06289,7725,161.2624461
106N06289,7724,402.614237
106N06289,790,359.3655659
106N06290,16693,126.7609807
106N06290,30853,470.4029265
106N06290,28458,132.2163791
106N06290,30842,178.5606867
106N06290,27790,122.9915463
106N06290,30860,132.9670913
106N06290,27262,605.8961443
106N06290,21940,311.1939741
106N06290,14232,126.7340992
106N06290,28460,216.504245
106N06290,27744,149.1762386
106N06307,20346,215.5618195
106N06307,20347,170.4119423
106N06580,29943,133.637625
106N06581,28515,106.2271228
106N06581,28512,148.0546966
106N06581,7727,269.2183105
106N06581,7726,200.8079255
106N06581,7737,111.7539414
106N06581,7743,734.5163531
106N06581,12265,202.3346801
106N06593,26675,183.8315397
106N06593,26667,184.8181015
106N06593,1801,590.1921271
106N06627,15353,145.9835834
106N06638,22808,550.3116753
106N06641,20134,150.0018706
106N06641,8955,371.3577715
106N06641,8944,449.0356976
106N06642,14560,148.441426
106N06642,8973,751.7899765
106N06642,27577,226.1830748
106N06642,20463,122.5053583
106N06682,15415,109.0160961
106N06682,28941,266.3653866
106N06682,12065,1152.413788
106N06686,9617,132.0281296
106N07820,8435,110.199252
106N07823,3856,297.5450387
106N07823,757,124.9810253
106N07823,3858,139.335441
106N07823,21984,210.3214813
106N07823,3978,352.1162183
106N07825,8226,100.4300207
106N07825,3839,353.6431124
106N07825,5050,183.655032
106N07827,3842,122.9400502
106N07827,10222,1094.376604
106N07827,9339,113.3465812
106N07827,24499,113.1704049
106N07827,14227,321.9506781
106N07827,3841,1050.124453
106N07827,10850,101.2991699
106N07845,14557,137.6434972
106N07853,28132,117.9277101
106N07853,28138,546.8166489
106N07853,28141,278.2339769
106N07854,11053,738.1410232
106N07854,11264,351.5590744
106N07855,12690,319.9367334
106N07865,10886,337.3560892
106N07865,10897,357.7845888
106N07865,9223,323.8076583
106N07868,8780,376.1529674
106N07868,26017,115.7132808
106N07868,14903,730.7589162
106N07868,27267,206.8246786
106N07869,562,144.8919415
106N07869,12955,141.3908111
